Address (Store1),Address (Store1) - 분할 2,Catrgory Code (Store1),Local Code (Store1),Store Code (Store1),Store Name (Store1)
서울 성동구 마장로 315,성동구,갈비,(지번) 마장동 769-1,STORE_SD00301,화로구이
서울 성동구 뚝섬로9길 16 지층 101호,성동구,분식,(지번) 성수동2가 328-13,STORE_SD00302,색다른면
서울 성동구 용답중앙11길 16 1층,성동구,일본식라면,(지번) 용답동 76-5,STORE_SD00303,일락 답십리본점
서울 성동구 성수이로12길 15 1층,성동구,양식,(지번) 성수동2가 269-107,STORE_SD00304,마리오네
서울 성동구 마조로 17,성동구,냉면,(지번) 행당동 19-54,STORE_SD00305,원조사철냉면
서울 성동구 성수이로14길 1 1층,성동구,"육류,고기",(지번) 성수동2가 322-18,STORE_SD00306,라무진 성수카페거리점
서울 성동구 성수일로12길 20 102호,성동구,"육류,고기",(지번) 성수동2가 284-22,STORE_SD00307,고기다
"서울 성동구 성수이로 127 1층 102,103호",성동구,카페,(지번) 성수동2가 289-8,STORE_SD00308,에젤커피
서울 성동구 고산자로24길 14-2,성동구,"육류,고기",(지번) 마장동 510-2,STORE_SD00309,숯불탁탁 마장점
서울 성동구 서울숲2길 16-8 1층,성동구,양식,(지번) 성수동1가 685-347,STORE_SD00310,언박스키친 서울숲점
서울 성동구 왕십리광장로 17 5층 SP-01호,성동구,커피전문점,(지번) 행당동 168-151,STORE_SD00311,투썸플레이스 왕십리역점
서울 성동구 마조로3가길 30,성동구,일본식라면,(지번) 행당동 19-45,STORE_SD00312,일락 한양대점
서울 성동구 상원6길 3 1층,성동구,샌드위치,(지번) 성수동1가 13-132,STORE_SD00313,케슬리 성수본점
서울 성동구 성수이로 118 성수아카데미타워 105호,성동구,국수,(지번) 성수동2가 277-17,STORE_SD00314,제주국수
서울 성동구 연무장길 38-2,성동구,"육류,고기",(지번) 성수동2가 310-1,STORE_SD00315,백정돈공장
서울 성동구 아차산로3길 9,성동구,"육류,고기",(지번) 성수동1가 656-835,STORE_SD00316,성일정육식당
서울 성동구 서울숲4길 22-1,성동구,베트남음식,(지번) 성수동1가 668-52,STORE_SD00317,포맨스
"서울 성동구 서울숲4길 16-20 1, 2층",성동구,양식,(지번) 성수동1가 668-93,STORE_SD00318,연남토마 성수점
서울 성동구 왕십리로4가길 9 1층,성동구,일본식주점,(지번) 성수동1가 656-819,STORE_SD00319,앙요
서울 성동구 마조로1가길 14,성동구,치킨,(지번) 행당동 4-24,STORE_SD00320,도담치킨 한양대점
서울 성동구 성덕정19길 3,성동구,"매운탕,해물탕",(지번) 성수동2가 566-20,STORE_SD00321,뚝섬해물탕
서울 성동구 무학봉28길 19 강문빌딩 1층,성동구,닭요리,(지번) 행당동 286-13,STORE_SD00322,나라구한닭정통닭갈비 왕십리점
서울 성동구 성수이로 75,성동구,"육류,고기",(지번) 성수동2가 320-1,STORE_SD00323,우정돈식당
서울 성동구 마조로3가길 11,성동구,갈비,(지번) 행당동 19-89,STORE_SD00324,마장갈비 한양대점
서울 성동구 마장로 323 1층,성동구,"게,대게",(지번) 마장동 767-36,STORE_SD00325,연평도산꽃게해물탕
