Address (Store1),Address (Store1) - 분할 2,Catrgory Code (Store1),Local Code (Store1),Store Code (Store1),Store Name (Store1)
서울 강동구 구천면로 283,강동구,갈비,(지번) 천호동 294-27,STORE_GD00166,대박집 천호점
서울 강동구 양재대로89가길 14,강동구,갈비,(지번) 성내동 429-8,STORE_GD00167,보성갈비 본점
서울 강동구 천호대로 1134 1층,강동구,곰탕,(지번) 성내동 379,STORE_GD00168,나주곰탕 길동점
서울 강동구 구천면로 389-1,강동구,떡볶이,(지번) 명일동 312-234,STORE_GD00169,꾸러기분식
서울 강동구 구천면로41길 14,강동구,중식,(지번) 천호동 293-6,STORE_GD00170,용문객잔
서울 강동구 양재대로 1500 1층 109호,강동구,참치회,(지번) 길동 366-14,STORE_GD00171,참사랑해
서울 강동구 천중로 73,강동구,닭요리,(지번) 천호동 307-9,STORE_GD00172,김경희119닭발 천호본점
서울 강동구 구천면로 198,강동구,"돈까스,우동",(지번) 천호동 417-3,STORE_GD00173,길동우동집
서울 강동구 상암로 198 1층,강동구,"육류,고기",(지번) 명일동 346-5,STORE_GD00174,림 2호점
서울 강동구 동남로 665,강동구,한식,(지번) 둔촌동 596-6,STORE_GD00175,깊은실 청국장과보리밥 강동점
서울 강동구 천호대로 1012 태승빌딩 1층,강동구,커피전문점,(지번) 성내동 62-4,STORE_GD00176,스타벅스 천호역점
서울 강동구 천호대로155길 22 1~4층,강동구,회,(지번) 천호동 454-22,STORE_GD00177,사시미 천호점
서울 강동구 구천면로 516,강동구,추어,(지번) 명일동 61,STORE_GD00178,할머니추어탕
서울 강동구 성안로 22,강동구,퓨전요리,(지번) 성내동 435-12,STORE_GD00179,옆
서울 강동구 상일로 23 2층,강동구,일식,(지번) 상일동 268-8,STORE_GD00180,핵밥 상리단점
서울 강동구 천호대로157길 18 원방빌딩 3층,강동구,"호프,요리주점",(지번) 천호동 453-21,STORE_GD00181,8번가
서울 강동구 아리수로 181-19,강동구,장어,(지번) 고덕동 593,STORE_GD00182,고덕가든
서울 강동구 고덕로 168,강동구,패스트푸드,(지번) 명일동 305-51,STORE_GD00183,버거킹 명일DT점
서울 강동구 양재대로 1440 남서울빌딩 1층,강동구,패스트푸드,(지번) 길동 429,STORE_GD00184,버거킹 길동사거리점
서울 강동구 천호대로 1036,강동구,"해물,생선",(지번) 성내동 11-1,STORE_GD00185,신소녀의낙지세상
서울 강동구 양재대로85길 69 1층 102호,강동구,이탈리안,(지번) 성내동 446-32,STORE_GD00186,키친사계
서울 강동구 올림픽로70길 47,강동구,"곱창,막창",(지번) 천호동 415-5,STORE_GD00187,진성한우곱창
서울 강동구 천호대로 1226 1~2층,강동구,"해물,생선",(지번) 둔촌동 603-1,STORE_GD00188,100년의꿈제주해물탕 벧엘본점
서울 강동구 천호대로 1121 일성오피스텔 1층,강동구,국수,(지번) 길동 454-1,STORE_GD00189,소문난사골칼국수
서울 강동구 상암로11길 4,강동구,"찌개,전골",(지번) 암사동 496-17,STORE_GD00190,초롱이고모부대찌개
서울 강동구 성내로14길 27,강동구,카페,(지번) 성내동 465,STORE_GD00191,피에로커피
서울 강동구 천호대로 1065,강동구,초콜릿,(지번) 천호동 450,STORE_GD00192,피카피오
서울 강동구 올림픽로70길 48,강동구,해산물,(지번) 천호동 454-24,STORE_GD00193,용궁식당
서울 강동구 동남로 877,강동구,샤브샤브,(지번) 명일동 48-17,STORE_GD00194,시찌린
서울 강동구 가래여울길 20-2,강동구,"해물,생선",(지번) 강일동 146,STORE_GD00195,느티나무집
서울 강동구 양재대로 1487,강동구,커피전문점,(지번) 길동 378-3,STORE_GD00196,스타벅스 길동역점
서울 강동구 동남로 891 현대델리안 202호,강동구,커피전문점,(지번) 명일동 47-18,STORE_GD00197,수요일
"서울 강동구 상일로10길 36 1,2층",강동구,커피전문점,(지번) 상일동 501,STORE_GD00198,스타벅스 상일동점
서울 강동구 가래여울길 20,강동구,장어,(지번) 강일동 145-2,STORE_GD00199,버드나무집
서울 강동구 천호옛14길 22,강동구,양꼬치,(지번) 성내동 30-1,STORE_GD00200,램스토랑
서울 강동구 양재대로 1442,강동구,참치회,(지번) 길동 431,STORE_GD00201,강동참치
서울 강동구 아리수로68길 28,강동구,"해물,생선",(지번) 고덕동 512,STORE_GD00202,여수집
서울 강동구 성내로5길 34,강동구,카페,(지번) 성내동 536-1,STORE_GD00203,벌스커피
서울 강동구 양재대로 1534,강동구,"육류,고기",(지번) 길동 336-3,STORE_GD00204,한우촌 돼지마을&간장게장 직영점
서울 강동구 진황도로 4-5,강동구,카페,(지번) 천호동 409-35,STORE_GD00205,솔리
서울 강동구 올림픽로 697 호진빌딩 1층,강동구,갈비,(지번) 천호동 333-46,STORE_GD00206,참나무본가 천호점
서울 강동구 천호대로 1196,강동구,"육류,고기",(지번) 둔촌동 50-2,STORE_GD00207,THE소 둔촌점
서울 강동구 구천면로 140 2층,강동구,"해물,생선",(지번) 천호동 469-1,STORE_GD00208,황금코다리 천호점
서울 강동구 아리수로 65,강동구,장어,(지번) 암사동 245-2,STORE_GD00209,천장어
서울 강동구 구천면로 214,강동구,조개,(지번) 천호동 550-1,STORE_GD00210,조개구이클럽 깔레
서울 강동구 양재대로147길 5 1층,강동구,갈비,(지번) 명일동 312-43,STORE_GD00211,풍년상회 명일점
서울 강동구 천호대로 997 1층 1~2호,강동구,"초밥,롤",(지번) 천호동 456,STORE_GD00212,스시진 천호점
서울 강동구 가래여울길 20-3,강동구,"매운탕,해물탕",(지번) 강일동 144-1,STORE_GD00213,등나무집
서울 강동구 양재대로124길 19 1층,강동구,중화요리,(지번) 길동 334-5,STORE_GD00214,7779 형제짬뽕
서울 강동구 올림픽로70길 56 1층,강동구,"곱창,막창",(지번) 천호동 454-41,STORE_GD00215,곱창중독 천호점
서울 강동구 동남로75길 13-10,강동구,샌드위치,(지번) 명일동 47-3,STORE_GD00216,써브웨이 고덕역점
서울 강동구 강동대로51길 36,강동구,양식,(지번) 성내동 446-2,STORE_GD00217,길위의파스타 둔촌점
서울 강동구 구천면로 320,강동구,닭요리,(지번) 천호동 233-148,STORE_GD00218,장원닭한마리 본점
서울 강동구 진황도로47길 67 1층,강동구,"제과,베이커리",(지번) 길동 390-30,STORE_GD00219,그레인제빵소 길동점
서울 강동구 천호옛길 88 G-lite빌딩 1층,강동구,패스트푸드,(지번) 성내동 43-11,STORE_GD00220,KFC 천호역점
서울 강동구 천호대로 1012 태승빌딩 1층,강동구,패스트푸드,(지번) 성내동 62-4,STORE_GD00221,버거킹 천호역점
서울 강동구 진황도로47길 67 1층,강동구,닭요리,(지번) 길동 390-30,STORE_GD00222,호야네철판닭갈비 길동점
서울 강동구 강동대로55길 25,강동구,태국음식,(지번) 성내동 442-7,STORE_GD00223,통로
서울 강동구 성안로3길 12 1층,강동구,중화요리,(지번) 성내동 435-29,STORE_GD00224,교동짬뽕
서울 강동구 올림픽로78길 15-5,강동구,"육류,고기",(지번) 천호동 359-17,STORE_GD00225,청진생등심
서울 강동구 천호대로 1089,강동구,커피전문점,(지번) 천호동 447-17,STORE_GD00226,스타벅스 강동역점
서울 강동구 양재대로 1647,강동구,커피전문점,(지번) 명일동 312-28,STORE_GD00227,스타벅스 명일역점
서울 강동구 성안로 12 1층,강동구,퓨전요리,(지번) 성내동 446-23,STORE_GD00228,알라보 올림픽공원점
"서울 강동구 구천면로24길 26 1,2층",강동구,회,(지번) 천호동 427-24,STORE_GD00229,어사출또 천호점
서울 강동구 천호대로 1124 홍익빌딩 1층,강동구,패스트푸드,(지번) 성내동 244-3,STORE_GD00230,롯데리아 길동점
서울 강동구 진황도로 4-7,강동구,일식,(지번) 천호동 409-36,STORE_GD00231,대가돈가츠
서울 강동구 상암로 196,강동구,삼계탕,(지번) 명일동 346-4,STORE_GD00232,명일한방삼계탕
서울 강동구 성내로3길 16 은성빌딩 1층,강동구,"제과,베이커리",(지번) 성내동 538-9,STORE_GD00233,팡오르방
서울 강동구 구천면로 323 개나리프라자빌딩 1층,강동구,"곱창,막창",(지번) 암사동 488-30,STORE_GD00234,왕십리황가네곱창
서울 강동구 성내로10길 9-6,강동구,카페,(지번) 성내동 560-9,STORE_GD00235,브로일링커피 강동점
서울 강동구 천호대로158길 10,강동구,"해물,생선",(지번) 성내동 50-7,STORE_GD00236,독도쭈꾸미 본점
서울 강동구 올림픽로 660 1층,강동구,참치회,(지번) 천호동 427-3,STORE_GD00237,마혼참치
서울 강동구 올림픽로72길 13,강동구,"초밥,롤",(지번) 천호동 429-4,STORE_GD00238,스시쟁이
서울 강동구 천호대로168가길 52 1층,강동구,중화요리,(지번) 성내동 20-5,STORE_GD00239,더짬뽕
서울 강동구 천호옛14길 10,강동구,"족발,보쌈",(지번) 성내동 38-20,STORE_GD00240,진정한족발
서울 강동구 아리수로91길 24-9 강일포디움오피스텔 112~115호,강동구,이탈리안,(지번) 강일동 677,STORE_GD00241,나무수 강일점
서울 강동구 양재대로103길 53,강동구,닭요리,(지번) 성내동 381-21,STORE_GD00242,맛있는닭한마리
서울 강동구 동남로71길 32 환타지아빌딩 101호,강동구,"제과,베이커리",(지번) 명일동 48-13,STORE_GD00243,로겐하임
서울 강동구 상암로49길 33,강동구,"제과,베이커리",(지번) 명일동 336-27,STORE_GD00244,갸또마마
서울 강동구 풍성로56길 39 둔촌역시장 9호,강동구,"해물,생선",(지번) 성내동 428-1,STORE_GD00245,제주도아줌마네집
서울 강동구 올림픽로70길 56-14,강동구,일본식주점,(지번) 천호동 454-48,STORE_GD00246,스키마야
서울 강동구 아리수로61길 33,강동구,양식,(지번) 고덕동 584-8,STORE_GD00247,33에이커
서울 강동구 동남로73길 23,강동구,국수,(지번) 명일동 48-2,STORE_GD00248,고향집손칼국수
서울 강동구 진황도로 93,강동구,"육류,고기",(지번) 길동 415-18,STORE_GD00249,당산오돌 길동점
서울 강동구 천호대로 1038,강동구,장어,(지번) 성내동 12-6,STORE_GD00250,장수산풍천민물장어
서울 강동구 구천면로 216,강동구,국밥,(지번) 천호동 550,STORE_GD00251,옛날농장
서울 강동구 성안로 61,강동구,카페,(지번) 성내동 420-13,STORE_GD00252,오페라빈 강동점
서울 강동구 상일로5길 13,강동구,양꼬치,(지번) 상일동 284-2,STORE_GD00253,현우네양꼬치
서울 강동구 천호대로 1156-5 1층 101호,강동구,테마카페,(지번) 둔촌동 425-15,STORE_GD00254,잇다
서울 강동구 양재대로113길 8 1층,강동구,분식,(지번) 길동 378-10,STORE_GD00255,길동김밥
서울 강동구 양재대로 1349 2층,강동구,한식,(지번) 성내동 428-6,STORE_GD00256,서가연
서울 강동구 구천면로 212 2층,강동구,"호프,요리주점",(지번) 천호동 550-5,STORE_GD00257,지금보고싶다 천호점
서울 강동구 동남로85길 70,강동구,분식,(지번) 고덕동 635-3,STORE_GD00258,개성김치손만두
서울 강동구 올림픽로 664,강동구,샌드위치,(지번) 천호동 425-5,STORE_GD00259,써브웨이 천호점
서울 강동구 양재대로 1444,강동구,"육류,고기",(지번) 길동 417,STORE_GD00260,양촌리
서울 강동구 성내로6길 32,강동구,"육류,고기",(지번) 성내동 455-18,STORE_GD00261,오륜정
서울 강동구 동남로83길 67 1층,강동구,디저트카페,(지번) 고덕동 642,STORE_GD00262,콩플레
서울 강동구 천호대로175길 58,강동구,한정식,(지번) 길동 414-1,STORE_GD00263,정통춘천닭갈비
서울 강동구 성내로8길 9-19,강동구,중화요리,(지번) 성내동 550-6,STORE_GD00264,팔선생
서울 강동구 천호대로157길 6,강동구,카페,(지번) 천호3동 453-18,STORE_GD00265,룸카페쁠레쟝 천호점
서울 강동구 올림픽로48길 28 1층 102호,강동구,"육류,고기",(지번) 성내동 455-13,STORE_GD00266,강소식당
서울 강동구 구천면로98길 31 1층,강동구,카페,(지번) 상일동 277-3,STORE_GD00267,카페느루
서울 강동구 양재대로 1591 2층,강동구,감자탕,(지번) 천호동 31-2,STORE_GD00268,맛나감자탕 명일점
서울 강동구 상일로6길 21 한국종합기술사옥 1층,강동구,커피전문점,(지번) 상일동 501-2,STORE_GD00269,폴바셋 상일동점
서울 강동구 성안로 13,강동구,감자탕,(지번) 성내동 447-11,STORE_GD00270,천하뼈다귀감자탕
서울 강동구 올림픽로 675,강동구,"육류,고기",(지번) 천호동 354-6,STORE_GD00271,돈사돈 강동직영점
서울 강동구 상일로5길 8-3,강동구,삼계탕,(지번) 상일동 269-6,STORE_GD00272,수줍은삼계탕 상일점
서울 강동구 동남로75길 5 별관 주차장,강동구,커피전문점,(지번) 명일동 47-7,STORE_GD00273,스타벅스 명일이마트점
서울 강동구 올림픽로77길 12 1층,강동구,"돈까스,우동",(지번) 천호동 334-8,STORE_GD00274,천호명가돈까스
서울 강동구 상암로 93,강동구,"육류,고기",(지번) 암사동 489-60,STORE_GD00275,마포소금구이
서울 강동구 양재대로 1665,강동구,샤브샤브,(지번) 명일동 304-1,STORE_GD00276,등촌동샤브샤브칼국수
서울 강동구 고덕로25길 13-19,강동구,바닷가재,(지번) 암사동 447-1,STORE_GD00277,랍스타킹
서울 강동구 올림픽로93길 9,강동구,"돈까스,우동",(지번) 암사동 513-1,STORE_GD00278,이토야 암사점
서울 강동구 고덕로38길 69,강동구,디저트카페,(지번) 명일동 312-81,STORE_GD00279,카페씨모
서울 강동구 천호대로155길 17,강동구,"초밥,롤",(지번) 천호동 454-7,STORE_GD00280,오마스시
서울 강동구 천호옛14길 23-4,강동구,양식,(지번) 성내동 12-38,STORE_GD00281,경양미식
서울 강동구 동남로82길 69,강동구,국밥,(지번) 고덕동 258,STORE_GD00282,옛날소머리국밥집
서울 강동구 고덕로8길 52,강동구,장어,(지번) 암사동 463-7,STORE_GD00283,고향풍천장어
서울 강동구 천호대로 1207,강동구,커피전문점,(지번) 길동 252-4,STORE_GD00284,투썸플레이스 강동길동점
서울 강동구 아리수로 187,강동구,"해물,생선",(지번) 고덕동 599-1,STORE_GD00285,조선제일쭈꾸미
서울 강동구 성안로3길 120 1층,강동구,"초밥,롤",(지번) 성내동 558-4,STORE_GD00286,스시꽃피다
서울 강동구 고덕로10길 46,강동구,분식,(지번) 암사동 463-27,STORE_GD00287,한끼만두 암사점
서울 강동구 천호옛길 82 1층,강동구,갈비,(지번) 성내동 38-21,STORE_GD00288,백년손님서서갈비
서울 강동구 성내로18길 29,강동구,"게,대게",(지번) 성내동 447-1,STORE_GD00289,바다본가
서울 강동구 상일로5길 10,강동구,국수,(지번) 상일동 270-6,STORE_GD00290,용문칼국수
서울 강동구 암사길 7-1 1층,강동구,카페,(지번) 암사동 497-7,STORE_GD00291,카페공공장소
서울 강동구 양재대로 1568,강동구,커피전문점,(지번) 명일동 353-2,STORE_GD00292,스타벅스 굽은다리역점
서울 강동구 상일로6길 39 강동타워 1층,강동구,"육류,고기",(지번) 상일동 502,STORE_GD00293,강돈
서울 강동구 올림픽로62길 18,강동구,"호프,요리주점",(지번) 성내동 82-28,STORE_GD00294,월요일
서울 강동구 동남로71길 20-9 파라빌딩 2층 1호,강동구,"초밥,롤",(지번) 명일동 48-9,STORE_GD00295,롤앤스시
서울 강동구 천호대로155길 13 1층,강동구,삼겹살,(지번) 천호동 454-9,STORE_GD00296,다리미삼겹살 서울천호점
서울 강동구 올림픽로 794 1층,강동구,회,(지번) 암사동 500-2,STORE_GD00297,어사출또 암사역점
서울 강동구 올림픽로70길 51-7,강동구,"호프,요리주점",(지번) 천호동 415-31,STORE_GD00298,블루문
서울 강동구 올림픽로48길 31 1층,강동구,삼겹살,(지번) 성내동 555-14,STORE_GD00299,이번지깡통집 강동구청점
서울 강동구 양재대로114길 39 1층,강동구,"해물,생선",(지번) 길동 398-9,STORE_GD00300,선진국낙지마당
서울 강동구 성내로3길 5 1층,강동구,카페,(지번) 성내동 319-9,STORE_GD00301,까페항상
서울 강동구 성내로 62,강동구,"곱창,막창",(지번) 성내동 548-3,STORE_GD00302,양철북 강동구청점
서울 강동구 올림픽로92길 46,강동구,오리,(지번) 천호동 310,STORE_GD00303,원조강동유황오리주물럭
서울 강동구 양재대로103길 68 1층,강동구,닭요리,(지번) 성내동 199-24,STORE_GD00304,전통춘천닭갈비
서울 강동구 천호대로219길 18 1층,강동구,떡볶이,(지번) 상일동 307-3,STORE_GD00305,진이네떡볶이 상일점
서울 강동구 천호대로157길 17 2층,강동구,카페,(지번) 천호동 454-64,STORE_GD00306,아이스베리 천호점
서울 강동구 양재대로 1335,강동구,"돈까스,우동",(지번) 성내동 429-3,STORE_GD00307,오박사네 돈까스전문점
서울 강동구 양재대로 1488,강동구,햄버거,(지번) 길동 391-1,STORE_GD00308,노브랜드버거 길동역점
서울 강동구 성내로5길 29 1층,강동구,닭요리,(지번) 성내동 537-8,STORE_GD00309,마곡닭한마리 강동직영점
서울 강동구 구천면로47길 82,강동구,참치회,(지번) 암사동 478-2,STORE_GD00310,하나참치
서울 강동구 양재대로143길 14,강동구,장어,(지번) 명일동 312-69,STORE_GD00311,아우네쭈꾸미꼼장어 본점
서울 강동구 천호대로 1099 정산타워빌딩 1층 103호,강동구,분식,(지번) 천호동 447,STORE_GD00312,청담동마녀김밥 강동점
서울 강동구 천호대로 1015-14,강동구,커피전문점,(지번) 천호동 455-4,STORE_GD00313,스타벅스 천호이마트
서울 강동구 진황도로 17-1,강동구,"곱창,막창",(지번) 천호3동 556-2,STORE_GD00314,천호소곱창
서울 강동구 천호대로155길 9 1층,강동구,와인바,(지번) 천호동 454-11,STORE_GD00315,오늘와인한잔 천호점
서울 강동구 진황도로 103,강동구,분식,(지번) 길동 413-13,STORE_GD00316,튀김마트
서울 강동구 천중로51길 32,강동구,이탈리안,(지번) 길동 340-16,STORE_GD00317,배군파스타
서울 강동구 진황도로43길 9,강동구,해장국,(지번) 길동 413-20,STORE_GD00318,영화정해장국
서울 강동구 양재대로 1463-1 1층,강동구,"곱창,막창",(지번) 길동 412-15,STORE_GD00319,곱분이곱창 길동점
서울 강동구 양재대로 1539,강동구,커피전문점,(지번) 천호동 50-13,STORE_GD00320,투썸플레이스 굽은다리역점
서울 강동구 올림픽로 813,강동구,닭요리,(지번) 암사동 504-21,STORE_GD00321,지호한방삼계탕 암사점
서울 강동구 올림픽로62길 40,강동구,일식,(지번) 성내동 41-5,STORE_GD00322,마카나이 천호점
서울 강동구 천호대로155길 3,강동구,"곱창,막창",(지번) 천호동 454-13,STORE_GD00323,신촌황소곱창
서울 강동구 상암로 29 1층 103호,강동구,중화요리,(지번) 암사동 502-6,STORE_GD00324,황실짜장
서울 강동구 구천면로21길 6,강동구,설렁탕,(지번) 천호동 356,STORE_GD00325,우담소
서울 강동구 양재대로 1323,강동구,패스트푸드,(지번) 성내동 439-16,STORE_GD00326,버거킹 둔촌GS FS점
서울 강동구 올림픽로 795,강동구,회,(지번) 암사동 503-21,STORE_GD00327,빛나는바다 암사점
서울 강동구 진황도로 100,강동구,두부전문점,(지번) 길동 456-5,STORE_GD00328,우리콩손두부
서울 강동구 상일로5길 8-7,강동구,이탈리안,(지번) 상일동 269-5,STORE_GD00329,요인요아웃
서울 강동구 고덕로10길 62,강동구,떡볶이,(지번) 암사동 500-28,STORE_GD00330,셀프하우스 마늘떡볶이
서울 강동구 양재대로89길 68,강동구,"육류,고기",(지번) 성내3동 423-21,STORE_GD00331,OK목장
서울 강동구 상암로 86,강동구,"육류,고기",(지번) 천호동 291-23,STORE_GD00332,고추장구이
서울 강동구 올림픽로 745,강동구,"족발,보쌈",(지번) 천호동 316-5,STORE_GD00333,할매보쌈양평해장국
서울 강동구 천호대로221길 24,강동구,한식,(지번) 상일동 341-15,STORE_GD00334,상일식당
서울 강동구 올림픽로48길 27 1층,강동구,"육류,고기",(지번) 성내동 555-13,STORE_GD00335,편백마을
서울 강동구 천중로 175,강동구,기사식당,(지번) 천호동 55-38,STORE_GD00336,명품기사식당 뚝다리찌개전문 본점
"서울 강동구 양재대로 1419 SM엘루이 1층 102,103호",강동구,디저트카페,(지번) 성내동 379-17,STORE_GD00337,카페르브니
서울 강동구 동남로 638,강동구,국수,(지번) 둔촌동 1-8,STORE_GD00338,바로한국수
서울 강동구 양재대로 1500-7,강동구,"해물,생선",(지번) 길동 348-9,STORE_GD00339,자성화맛집코다리네 길동점
서울 강동구 천호대로157길 37 수정상가 2층,강동구,"호프,요리주점",(지번) 천호동 413-1,STORE_GD00340,1943 천호점
서울 강동구 성안로 147,강동구,샌드위치,(지번) 천호동 447-7,STORE_GD00341,써브웨이 강동성심병원점
서울 강동구 양재대로 1535,강동구,일식집,(지번) 천호동 50-14,STORE_GD00342,맛나일식
서울 강동구 암사길 111,강동구,샤브샤브,(지번) 명일동 322-8,STORE_GD00343,등촌샤브칼국수 명일점
서울 강동구 천호대로 977 1층,강동구,카페,(지번) 천호동 460-3,STORE_GD00344,천호977
서울 강동구 천호대로 1125 1층,강동구,국밥,(지번) 길동 457-2,STORE_GD00345,내가조선의국밥이다 서울본점
서울 강동구 올림픽로98길 30 탑스빌딩 1층,강동구,갈비,(지번) 암사동 496-3,STORE_GD00346,명륜진사갈비 서울암사점
서울 강동구 구천면로41길 14 1층,강동구,"곱창,막창",(지번) 천호동 293-6,STORE_GD00347,돌판위에곱창
서울 강동구 구천면로 196 102호,강동구,"족발,보쌈",(지번) 천호2동 417-5,STORE_GD00348,장원보쌈족발
서울 강동구 구천면로 259,강동구,장어,(지번) 천호동 280-14,STORE_GD00349,국내산 참숯불민물장어
서울 강동구 올림픽로 667,강동구,샤브샤브,(지번) 천호동 442-34,STORE_GD00350,등촌샤브칼국수 천호점
서울 강동구 양재대로113길 7,강동구,회,(지번) 길동 389-1,STORE_GD00351,완도세꼬시
서울 강동구 상암로 202,강동구,갈비,(지번) 명일동 346-17,STORE_GD00352,산수고원
서울 강동구 상암로4가길 36 1층,강동구,카페,(지번) 암사동 510-17,STORE_GD00353,카페오늘
서울 강동구 천호대로158길 18 1층,강동구,중화요리,(지번) 성내동 48-2,STORE_GD00354,마부마라탕
서울 강동구 강동대로 243 1층,강동구,"육류,고기",(지번) 성내동 449-16,STORE_GD00355,조선화로집 올림픽공원점
서울 강동구 천호대로159길 35,강동구,"호프,요리주점",(지번) 천호동 410-20,STORE_GD00356,이차전
서울 강동구 천호대로157길 6,강동구,분식,(지번) 천호동 453-18,STORE_GD00357,틈새라면 천호점
서울 강동구 양재대로85길 16,강동구,샤브샤브,(지번) 성내3동 439-24,STORE_GD00358,신라비빔밥 샤브칼국수
서울 강동구 올림픽로70길 57,강동구,한식,(지번) 천호동 415-29,STORE_GD00359,소문난집
서울 강동구 천호대로 1186 원경빌딩 1층,강동구,카페,(지번) 둔촌동 53,STORE_GD00360,전광수커피하우스 강동점
서울 강동구 천호옛길 90,강동구,중화요리,(지번) 성내동 45-1,STORE_GD00361,유미마라탕
서울 강동구 천호옛길 84 1층,강동구,"족발,보쌈",(지번) 성내동 38-3,STORE_GD00362,큰집보쌈 천호점
서울 강동구 아리수로93길 33-9 강일프라자 202호,강동구,한식,(지번) 강일동 676,STORE_GD00363,명태어장 강일점
서울 강동구 양재대로 1448 2층,강동구,중화요리,(지번) 길동 439,STORE_GD00364,전설의짬뽕 길동점
서울 강동구 성안로 186 1층,강동구,기사식당,(지번) 길동 383-1,STORE_GD00365,형제기사식당
서울 강동구 성안로 167,강동구,중화요리,(지번) 천호동 153-2,STORE_GD00366,미식미객
서울 강동구 양재대로 1500 1층,강동구,태국음식,(지번) 길동 366-1,STORE_GD00367,반피셋
서울 강동구 성내로6길 14-22,강동구,"육류,고기",(지번) 성내동 552-11,STORE_GD00368,목우촌미소와돈 강동구청점
서울 강동구 양재대로 1574,강동구,참치회,(지번) 명일동 346-7,STORE_GD00369,도도참치
서울 강동구 동남로71길 20-9 파라빌딩 1층 2호,강동구,일본식라면,(지번) 명일동 48-9,STORE_GD00370,스키마야 고덕점
서울 강동구 동남로73길 17,강동구,일식집,(지번) 명일동 48-3,STORE_GD00371,강동일식
서울 강동구 올림픽로92길 11 1층,강동구,회,(지번) 천호동 287-22,STORE_GD00372,인생횟집
서울 강동구 상암로 22 1층,강동구,회,(지번) 암사동 511-18,STORE_GD00373,팔오수산
서울 강동구 양재대로115길 10 101호,강동구,카페,(지번) 길동 367-14,STORE_GD00374,빈터커피로스터스 길동점
서울 강동구 올림픽로70길 50-9,강동구,감자탕,(지번) 천호동 454-36,STORE_GD00375,아빠감자탕
서울 강동구 동남로75길 13-25,강동구,디저트카페,(지번) 명일동 47-16,STORE_GD00376,설빙 명일점
서울 강동구 상일로3길 8,강동구,카페,(지번) 상일동 285-4,STORE_GD00377,송화의카페
서울 강동구 강동대로 189,강동구,"해물,생선",(지번) 성내동 469-6,STORE_GD00378,무교동홍낙 올림픽공원점
서울 강동구 양재대로89길 17,강동구,샌드위치,(지번) 성내동 429-4,STORE_GD00379,인조이더주스
서울 강동구 양재대로110길 7,강동구,"해물,생선",(지번) 길동 411-19,STORE_GD00380,진도아리랑
서울 강동구 천호대로 1092 1층 110호,강동구,디저트카페,(지번) 성내동 194,STORE_GD00381,디저트39 강동역점
서울 강동구 천호대로 1034,강동구,한식,(지번) 성내동 9-14,STORE_GD00382,세광양대창 천호점
서울 강동구 강동대로 143-22,강동구,샤브샤브,(지번) 성내동 459-6,STORE_GD00383,채선당 올림픽공원점
서울 강동구 성내로 22,강동구,패스트푸드,(지번) 성내동 552,STORE_GD00384,버거킹 강동구청점
서울 강동구 진황도로 99 110호,강동구,"육류,고기",(지번) 길동 414-10,STORE_GD00385,라무진 길동점
서울 강동구 양재대로81길 8,강동구,한식,(지번) 성내동 441-1,STORE_GD00386,원조성내식당
서울 강동구 양재대로103길 40 성안빌딩 101호,강동구,커피전문점,(지번) 성내동 245-39,STORE_GD00387,카페온도
서울 강동구 양재대로113길 8,강동구,일식집,(지번) 길동 378-9,STORE_GD00388,모리식당
서울 강동구 양재대로143길 13 1층,강동구,"초밥,롤",(지번) 명일동 312-78,STORE_GD00389,스시키라
서울 강동구 성내로6길 14 1층,강동구,"육류,고기",(지번) 성내동 556-4,STORE_GD00390,이차돌 강동구청점
서울 강동구 풍성로 186,강동구,피자,(지번) 성내동 420-21,STORE_GD00391,도미노피자 둔촌점
서울 강동구 상암로 14 1층,강동구,카페,(지번) 암사동 511,STORE_GD00392,스윗문문
서울 강동구 천중로11길 52 1층,강동구,"해물,생선",(지번) 천호동 312,STORE_GD00393,선어랑 생선구이
서울 강동구 천호옛14길 34 1층,강동구,삼겹살,(지번) 성내동 29-6,STORE_GD00394,대삼박이
서울 강동구 천호대로158길 10,강동구,"해물,생선",(지번) 성내동 50-7,STORE_GD00395,쭈꾸쭈꾸쭈꾸미 2호점
서울 강동구 양재대로85길 78,강동구,카페,(지번) 성내동 436-8,STORE_GD00396,봉연커피
서울 강동구 올림픽로70길 50 2층,강동구,떡볶이,(지번) 천호동 454-25,STORE_GD00397,두끼떡볶이 천호로데오점
서울 강동구 성안로3길 76,강동구,삼겹살,(지번) 성내동 563-5,STORE_GD00398,봄이네삼겹살
서울 강동구 천호대로151길 14-6,강동구,한식,(지번) 천호동 456-3,STORE_GD00399,진도식당
서울 강동구 올림픽로 812 1층,강동구,감자탕,(지번) 암사동 463-2,STORE_GD00400,암사고바우감자탕
서울 강동구 양재대로145길 6 1층,강동구,"해물,생선",(지번) 명일동 312-56,STORE_GD00401,명불허전원조골뱅이 명일점
서울 강동구 구천면로 428,강동구,패스트푸드,(지번) 명일동 327-1,STORE_GD00402,맘스터치 강동명일점
서울 강동구 올림픽로48길 32,강동구,국수,(지번) 성내동 455-14,STORE_GD00403,김박사 바지락팥칼국수 성내본점
서울 강동구 양재대로 1355 2층,강동구,애견카페,(지번) 성내동 428-5,STORE_GD00404,카페어질리티
서울 강동구 풍성로56길 46 1층 101호,강동구,"육류,고기",(지번) 성내동 427-68,STORE_GD00405,미양가
