,store_code,ItemID,address,local,category
0,STORE_SP00001,광고버터램,서울 송파구 충민로 81-9 1층,(지번) 문정동 74-3,"육류,고기"
1,STORE_SP00002,갓잇 송리단길점,서울 송파구 백제고분로45길 4-14 트리비유 1층,(지번) 송파동 48-6,양식
2,STORE_SP00003,해주냉면,서울 송파구 백제고분로7길 8-16 1층,(지번) 잠실동 195-9,냉면
3,STORE_SP00004,다운타우너 잠실,서울 송파구 백제고분로45길 3 1층,(지번) 송파동 46-4,햄버거
4,STORE_SP00005,청와옥 본점,서울 송파구 위례성대로 48 반도빌딩 1층 102호,(지번) 방이동 177-3,순대
5,STORE_SP00006,라라브레드 송파점,서울 송파구 오금로16길 4,(지번) 송파동 58-8,디저트카페
6,STORE_SP00007,봉피양 방이점 본관,서울 송파구 방이동 205,,냉면
7,STORE_SP00008,청와옥 석촌호수직영점,서울 송파구 삼학사로 96,(지번) 석촌동 2,순대
8,STORE_SP00009,별미곱창 본점,서울 송파구 오금로11길 14,(지번) 방이동 64-1,"곱창,막창"
9,STORE_SP00010,고도식,서울 송파구 백제고분로45길 28,(지번) 송파동 55-7,"육류,고기"
10,STORE_SP00011,몽중헌 방이점,"서울 송파구 위례성대로 10 S타워 20, 21층",(지번) 방이동 44-5,중화요리
11,STORE_SP00012,명인밥상,서울 송파구 송이로 157,(지번) 가락동 124-27,한식
12,STORE_SP00013,함경도찹쌀순대,서울 송파구 송파대로28길 32,(지번) 가락동 79-7,순대
13,STORE_SP00014,오향가 가락본점,서울 송파구 송이로 106,(지번) 가락동 73-2,"족발,보쌈"
14,STORE_SP00015,잠수교집 3호점,서울 송파구 송파대로49길 51,(지번) 석촌동 23-3,삼겹살
15,STORE_SP00016,애슐리퀸즈 잠실롯데캐슬점,서울 송파구 올림픽로 269 지하1층,(지번) 신천동 7-18,패밀리레스토랑
16,STORE_SP00017,단디 송리단길본점,서울 송파구 백제고분로45길 7 1층,(지번) 송파동 45-5,퓨전일식
17,STORE_SP00018,군산오징어 잠실본점,서울 송파구 삼학사로 101 세준빌딩 1~3층,(지번) 삼전동 130-14,"해물,생선"
18,STORE_SP00019,툇마루밥상,서울 송파구 송파대로22길 11,(지번) 문정1동 46-11,한식
19,STORE_SP00020,산들해 송파점,서울 송파구 위례성대로 6 현대토픽스 2층,(지번) 방이동 44-7,한정식
20,STORE_SP00021,마싯내,서울 송파구 석촌호수로18길 7 수정빌딩 1층 102호,(지번) 석촌동 157-4,"돈까스,우동"
