맛,7217
가격,2454
그냥,1962
별로,1846
좀,1527
음식,1397
직원,1319
것,1307
곳,1139
고기,1126
때,1103
정도,1072
사람,1021
집,1005
더,926
안,920
서비스,905
느낌,874
방문,842
분위기,803
양,788
주문,786
생각,784
왜,773
손님,769
커피,709
밥,678
점,674
정말,660
메뉴,658
진짜,651
다른,625
이,619
듯,618
비,616
함,595
분,595
그,593
테이블,581
빵,581
맛집,573
개,542
말,531
대비,523
국물,509
거,508
가게,507
여기,507
가성,506
줄,499
보통,489
하나,486
다시,468
조금,460
수,453
시간,450
번,443
사장,438
팅,432
저,423
재,421
기분,421
냄새,420
위생,416
웨이,414
튀김,412
자리,411
파스타,409
처음,406
소스,393
굳이,378
예전,377
음료,377
돈,364
전,360
해,358
실망,357
때문,356
식당,352
임,351
카페,351
일,348
뭐,344
냉면,331
제,331
한번,329
포장,326
보고,320
김치,314
걸,305
면,305
추천,303
인테리어,302
서빙,298
불친절,297
초밥,290
재료,289
떡볶이,286
내,285
의사,280
건,276
돈까스,275
매장,275
사진,271
매우,271
요,268
별,268
크림,266
식사,264
그닥,263
먹기,256
기대,255
못,252
만두,251
나,251
입맛,250
피자,250
질,249
양도,247
이유,244
기본,242
무난,240
편,240
앞,240
동네,239
음,238
반찬,237
추가,236
곱창,231
중,231
양념,228
자주,228
제일,223
데,223
명,220
층,219
기름,219
이해,219
평범,218
수준,217
볶음밥,217
인스타,216
달라,214
계속,214
알바,214
게,212
또,212
치즈,211
회,211
전체,210
바로,210
근처,209
물,209
인분,207
가지,206
상태,206
입,205
짬뽕,205
리뷰,203
도,203
서서,202
이상,202
주방,201
양은,201
날,200
남자,199
새우,199
디저트,199
옆,198
일단,196
요리,196
친구,192
공간,192
개인,191
약간,191
만,190
탕수육,188
마스크,188
자체,188
달,185
요즘,184
케이크,184
응대,182
원래,181
바,181
움,181
칼국수,181
버거,181
간이,180
이제,180
전혀,179
알바생,176
육수,176
뭔가,174
거의,173
아주,173
홀,172
퀄리티,171
친절,170
향,169
주인,166
남,165
모두,164
인,164
신경,164
샐러드,163
완전,163
알,162
라떼,161
오늘,160
감,160
탕,159
값,159
그릇,159
간,159
우동,158
최악,157
정신,157
장사,156
계산,155
연어,155
여자,155
절대,154
