맛,22170
최고,9246
진짜,9141
곳,8115
정말,6991
집,6893
맛집,6539
분위기,6436
가격,6231
사장,6077
여기,5950
직원,5380
음식,5050
고기,4942
또,4717
때,4696
방문,4016
것,3882
서비스,3729
더,3679
커피,3656
추천,3652
존맛,3337
메뉴,3071
수,3026
사람,3019
꼭,2990
비,2932
가성,2860
자주,2853
좀,2637
국물,2556
밥,2437
하나,2424
가게,2381
이,2350
생각,2309
요,2255
완전,2251
점,2110
다음,2103
양,2094
빵,2093
파스타,2088
정도,2080
처음,2029
친구,2016
분,2013
카페,2003
중,1997
다른,1967
해,1891
양도,1890
팅,1877
안,1845
저,1841
아주,1807
기분,1805
제,1792
웨이,1778
항상,1686
말,1662
곱창,1642
느낌,1631
굿,1623
제일,1591
시간,1532
모두,1530
인생,1524
거,1503
그냥,1488
돈까스,1479
초밥,1479
번,1473
만두,1425
한번,1414
피자,1411
조금,1410
냉면,1402
치즈,1396
재,1393
식사,1388
근처,1365
인테리어,1361
주문,1347
강추,1326
전,1318
개,1317
소스,1315
친절,1305
튀김,1296
매장,1290
나,1281
볶음밥,1262
포장,1262
듯,1255
그,1244
임,1242
크림,1233
함,1225
김치,1210
반찬,1200
식당,1181
가면,1163
요리,1158
보고,1144
동네,1109
짐,1107
가족,1104
단골,1096
짬뽕,1074
자리,1068
계속,1063
재료,1062
추가,1061
내,1058
다시,1047
짱,1040
갈비,1036
디저트,1031
역시,1029
매우,1023
칼국수,1014
입,1011
만,991
맥주,991
줄,974
별로,963
개인,961
버거,957
대박,950
날,941
먹기,928
앞,920
손님,918
떡볶이,918
라떼,913
만족,912
음료,912
왜,904
향,903
기본,902
스테이크,901
알,898
탕,897
면,895
점심,878
직접,877
샐러드,871
새우,863
리뷰,861
사진,858
케이크,855
대게,841
때문,839
바로,837
퀄리티,832
공간,832
종류,824
뭐,823
예약,811
서울,809
의사,808
배,805
우동,796
오늘,794
가장,794
일,793
무엇,788
저녁,780
최애,775
삼겹살,774
양념,769
대비,766
감동,763
도,763
라멘,763
술,759
족발,756
가지,746
세트,744
연어,739
용,735
장소,727
일단,723
번창,723
테이블,723
마음,722
입맛,721
게,720
쌀국수,719
회,713
치킨,708
냄새,700
감,698
육수,680
지금,678
스시,677
요즘,675
못,667
해주시,663
