맛,13633
직원,5874
음식,4785
손님,4646
별로,4390
주문,4196
사람,4159
가격,4020
그냥,4007
서비스,3948
진짜,3912
곳,3837
안,3624
말,3450
최악,3357
집,3342
때,3260
것,3061
고기,3035
정말,2983
왜,2918
여기,2878
돈,2799
기분,2774
사장,2668
좀,2599
불친절,2484
더,2427
하나,2288
정도,2276
테이블,2259
점,2101
밥,2097
함,2094
다시,1984
분,1977
시간,1953
이,1939
처음,1938
개,1936
생각,1892
그,1804
자리,1797
다른,1755
방문,1754
거,1743
뭐,1665
위생,1655
장사,1639
가게,1557
번,1531
메뉴,1526
가지,1509
보고,1502
임,1484
식당,1441
줄,1439
일,1410
포장,1398
맛집,1385
내,1381
명,1364
달라,1328
요,1315
냄새,1304
듯,1270
양,1256
절대,1246
커피,1236
알바,1217
별,1191
수,1161
앞,1158
리뷰,1137
저,1129
전,1127
완전,1126
기본,1106
느낌,1104
계산,1101
예약,1101
제,1097
비,1069
움,1045
국물,1038
식사,1029
남자,1029
해,1027
빵,1021
못,1006
종업원,975
주인,953
서빙,934
주방,933
옆,924
알바생,918
계속,902
실망,901
인분,894
때문,890
여자,889
걸,884
매장,882
팅,876
냉면,854
나,854
예전,850
초밥,841
물,837
웨이,830
제대로,829
소스,826
한번,823
이해,819
반찬,812
무슨,812
바로,801
도,801
김치,795
중,788
분위기,784
음료,784
싸가지,777
매우,775
상태,775
전화,772
추가,757
교육,734
튀김,733
응대,732
오늘,732
얘기,729
마스크,718
곱창,718
질,715
해도,709
재료,708
또,706
동네,702
주차,699
수준,698
기름,692
하니,689
건,687
날,681
카페,679
손,677
대비,676
그릇,672
추천,669
태도,669
양도,668
먼저,666
소리,655
게,645
알,640
원래,639
가성,637
배달,637
아줌마,618
사진,618
이제,618
입,606
안감,600
데,595
인,592
전혀,589
족발,587
눈치,586
친구,586
지금,583
이유,579
사과,578
조금,576
후,576
아주,575
면,573
관리,572
안내,572
층,571
엉망,571
파스타,570
거의,565
식,564
만두,562
평점,559
회,558
일단,557
우리,553
후기,549
홀,546
줌,544
이상,544
남,543
